team,player_name,birth_date,age_years,market_value_eur,position,club,jersey_number,caps,career_goals,captain,wc2026_apps,wc2026_goals,wc2026_yellow,wc2026_red,source,retrieved_at
Independiente,Facundo Valdéz,2006-04-10,20.0,,F,Independiente,43,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Independiente,Simón Bodnar,2007-08-22,18.0,,F,Independiente,51,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Independiente,Felipe Tempone,2006-02-03,20.0,,F,Independiente,34,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Independiente Rivadavia,Ramiro Macagno,1997-03-18,29.0,,G,Independiente Rivadavia,12,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Independiente Rivadavia,Emmanuel Gómez Riga,2001-09-14,24.0,,G,Independiente Rivadavia,21,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Independiente Rivadavia,Nicolás Bolcato,2004-05-06,22.0,,G,Independiente Rivadavia,30,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Independiente Rivadavia,Fernando Bravo,2006-07-12,20.0,,G,Independiente Rivadavia,,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Independiente Rivadavia,Kevin Pagliaroli,2008-01-07,18.0,,G,Independiente Rivadavia,,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Independiente Rivadavia,Alexander Lucero,2008-05-18,18.0,,D,Independiente Rivadavia,,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Independiente Rivadavia,Ezequiel Bonifacio,1994-05-09,32.0,,D,Independiente Rivadavia,36,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Independiente Rivadavia,Luciano Gómez,1996-03-22,30.0,,D,Independiente Rivadavia,14,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Independiente Rivadavia,Juan Manuel Elordi,1994-08-21,31.0,,D,Independiente Rivadavia,3,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Independiente Rivadavia,Ivan Villalba,1995-01-19,31.0,,D,Independiente Rivadavia,40,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Independiente Rivadavia,Sheyko Studer,2002-11-12,23.0,,D,Independiente Rivadavia,42,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Independiente Rivadavia,Alejo Osella,2000-09-30,25.0,,D,Independiente Rivadavia,13,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Independiente Rivadavia,Leonard Costa,1998-08-24,27.0,,D,Independiente Rivadavia,2,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Independiente Rivadavia,Luciano Suárez,2004-02-23,22.0,,D,Independiente Rivadavia,49,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Independiente Rivadavia,Santiago Cena,2005-03-16,21.0,,D,Independiente Rivadavia,6,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Independiente Rivadavia,Matías Salvo,2004-11-11,21.0,,D,Independiente Rivadavia,55,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Independiente Rivadavia,Amaro Maya,2006-10-23,19.0,,D,Independiente Rivadavia,,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Independiente Rivadavia,Tiago Sosa,2008-01-22,18.0,,D,Independiente Rivadavia,,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Independiente Rivadavia,Matías Fernández,2001-06-23,25.0,,M,Independiente Rivadavia,10,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Independiente Rivadavia,Luis Sequeira,2003-01-08,23.0,,M,Independiente Rivadavia,77,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Independiente Rivadavia,José Florentín,1996-07-05,30.0,,M,Independiente Rivadavia,25,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Independiente Rivadavia,Kevin Vázquez,2001-03-19,25.0,,M,Independiente Rivadavia,32,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Independiente Rivadavia,Sebastian Muñoz,2007-01-29,19.0,,M,Independiente Rivadavia,,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Independiente Rivadavia,Leonel Bucca,1999-03-20,27.0,,M,Independiente Rivadavia,8,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Independiente Rivadavia,Diego Crego,1997-06-19,29.0,,M,Independiente Rivadavia,27,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Independiente Rivadavia,Tomás Bottari,2001-04-26,25.0,,M,Independiente Rivadavia,5,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Independiente Rivadavia,Stefano Moreyra,2001-09-19,24.0,,M,Independiente Rivadavia,34,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Independiente Rivadavia,Gonzalo Rios,1999-01-27,27.0,,M,Independiente Rivadavia,11,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Independiente Rivadavia,Alessandro Riep,2003-07-03,23.0,,M,Independiente Rivadavia,20,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Independiente Rivadavia,Alex Aguado,2003-05-27,23.0,,M,Independiente Rivadavia,,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Independiente Rivadavia,Tobías Ganduglia,2005-04-24,21.0,,M,Independiente Rivadavia,,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Independiente Rivadavia,Facundo Ortiz,2006-03-03,20.0,,M,Independiente Rivadavia,47,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Independiente Rivadavia,Tomas Arias,2005-03-16,21.0,,M,Independiente Rivadavia,,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Independiente Rivadavia,Agustín Domínguez,2006-12-17,19.0,,M,Independiente Rivadavia,,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Independiente Rivadavia,Benjamín Olivarez,2006-09-24,19.0,,M,Independiente Rivadavia,,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Independiente Rivadavia,Agustín Rognoni,2006-12-15,19.0,,M,Independiente Rivadavia,,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Independiente Rivadavia,Julian Reyna,2006-11-26,19.0,,M,Independiente Rivadavia,,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Independiente Rivadavia,Victorio Ramis,1994-07-07,32.0,,F,Independiente Rivadavia,7,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Independiente Rivadavia,Alex Arce,1995-06-16,31.0,,F,Independiente Rivadavia,9,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Independiente Rivadavia,Fabrizio Sartori Prieto,2002-07-15,24.0,,F,Independiente Rivadavia,43,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Independiente Rivadavia,Rodrigo Atencio,2002-06-30,24.0,,F,Independiente Rivadavia,19,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Independiente Rivadavia,Lautaro Torres,2008-04-04,18.0,,F,Independiente Rivadavia,,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Independiente Rivadavia,Luciano Sábato,2008-05-26,18.0,,F,Independiente Rivadavia,45,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Independiente Rivadavia,Axel Leiva,2005-10-16,20.0,,F,Independiente Rivadavia,,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Independiente Rivadavia,Román Ruíz,2006-07-03,20.0,,F,Independiente Rivadavia,,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Independiente Rivadavia,Juan Dadín,,,,F,Independiente Rivadavia,,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Instituto (Córdoba),Marcos Ledesma,1996-09-15,29.0,,G,Instituto (Córdoba),29,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Instituto (Córdoba),Emanuel Sittaro,1999-10-15,26.0,,G,Instituto (Córdoba),35,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Instituto (Córdoba),Raúl Maldonado,2001-12-05,24.0,,G,Instituto (Córdoba),16,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Instituto (Córdoba),Diego Sosa,1997-07-28,29.0,,D,Instituto (Córdoba),3,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Instituto (Córdoba),Jonathan Galván,1992-06-25,34.0,,D,Instituto (Córdoba),30,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Instituto (Córdoba),Fernando Alarcón,1994-06-16,32.0,,D,Instituto (Córdoba),6,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Instituto (Córdoba),Leonel Mosevich,1997-02-04,29.0,,D,Instituto (Córdoba),26,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Instituto (Córdoba),Hernán De La Fuente,1997-01-07,29.0,,D,Instituto (Córdoba),2,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Instituto (Córdoba),Iván Erquiaga,1999-03-26,27.0,,D,Instituto (Córdoba),33,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Instituto (Córdoba),Agustín Bravo,2001-05-11,25.0,,D,Instituto (Córdoba),32,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Instituto (Córdoba),Juan Meli,2000-09-01,25.0,,D,Instituto (Córdoba),23,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Instituto (Córdoba),Giuliano Cerato,1998-06-10,28.0,,D,Instituto (Córdoba),44,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Instituto (Córdoba),Agustín Massaccesi,2002-09-17,23.0,,D,Instituto (Córdoba),22,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Instituto (Córdoba),Genaro Ordóñez,2007-08-06,18.0,,D,Instituto (Córdoba),70,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Instituto (Córdoba),Alex Luna,2004-03-31,22.0,,M,Instituto (Córdoba),10,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Instituto (Córdoba),Juan Mendez,1997-04-28,29.0,,M,Instituto (Córdoba),13,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Instituto (Córdoba),Jhon Córdoba,1993-05-11,33.0,,F,Instituto (Córdoba),20,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Instituto (Córdoba),Gustavo Abregú,1997-07-04,29.0,,M,Instituto (Córdoba),55,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Instituto (Córdoba),Franco Moyano,1997-09-13,28.0,,M,Instituto (Córdoba),5,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Instituto (Córdoba),Jonás Acevedo,1997-02-06,29.0,,M,Instituto (Córdoba),8,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Instituto (Córdoba),Gastón Lodico,1998-05-28,28.0,,M,Instituto (Córdoba),19,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Instituto (Córdoba),Wilder Viera,2002-03-04,24.0,,M,Instituto (Córdoba),,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Instituto (Córdoba),Matías Gallardo,2003-11-23,22.0,,M,Instituto (Córdoba),15,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Instituto (Córdoba),Jeremías Lázaro,2004-06-28,22.0,,M,Instituto (Córdoba),21,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Instituto (Córdoba),Ignacio Rossi,2003-06-06,23.0,,M,Instituto (Córdoba),27,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Instituto (Córdoba),Joaquín Medina,2005-03-23,21.0,,M,Instituto (Córdoba),61,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Instituto (Córdoba),Pedro Baster,,,,M,Instituto (Córdoba),90,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Instituto (Córdoba),Augusto Coronel,,,,M,Instituto (Córdoba),27,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Instituto (Córdoba),Matias Tissera,1996-09-06,29.0,,F,Instituto (Córdoba),17,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Instituto (Córdoba),Nicolás Guerra,1999-01-09,27.0,,F,Instituto (Córdoba),7,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Instituto (Córdoba),Facundo Suárez,1994-07-01,32.0,,F,Instituto (Córdoba),9,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Instituto (Córdoba),Matias Fonseca,2001-03-12,25.0,,F,Instituto (Córdoba),11,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Instituto (Córdoba),Lorenzo Albarracín,2007-02-17,19.0,,F,Instituto (Córdoba),25,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Instituto (Córdoba),Luca Rafaelli,2008-08-21,17.0,,F,Instituto (Córdoba),72,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Lanús,Nahuel Losada,1993-04-17,33.0,,G,Lanús,26,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Lanús,Franco Petroli,1998-06-11,28.0,,G,Lanús,1,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Lanús,Evaristo Dieguiz,2005-10-25,20.0,,G,Lanús,12,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Lanús,Martín Díaz,2007-03-14,19.0,,G,Lanús,31,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Lanús,Tomás Silva,2007-08-30,18.0,,G,Lanús,45,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Lanús,Gonzalo Pérez,2001-01-04,25.0,,D,Lanús,4,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Lanús,Carlos Izquierdoz,1988-11-03,37.0,,D,Lanús,24,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Lanús,Luciano Romero,2006-01-03,20.0,,D,Lanús,2,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Lanús,José Canale,1996-07-20,30.0,,D,Lanús,13,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Lanús,Tomás López,2007-08-14,18.0,,D,Lanús,40,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Lanús,Tomás Guidara,1996-03-13,30.0,,D,Lanús,33,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Lanús,Nicolás Morgantini,1994-09-11,31.0,,D,Lanús,3,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Lanús,Sasha Marcich,1998-05-29,28.0,,D,Lanús,6,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Lanús,Ronaldo de Jesus,2001-04-21,25.0,,D,Lanús,35,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Lanús,Sebastián Leiva,2006-09-04,19.0,,D,Lanús,42,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Lanús,Óctavio Ontívero,2006-01-10,20.0,,D,Lanús,28,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Lanús,Facunda Sánchez,2005-08-07,20.0,,D,Lanús,27,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Lanús,Tobías Quiroz,2005-03-23,21.0,,D,Lanús,32,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Lanús,Mateo Ramírez,2007-05-11,19.0,,D,Lanús,14,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Lanús,Elian Acosta,2007-05-29,19.0,,D,Lanús,34,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Lanús,Elías Prieto,2007-06-20,19.0,,D,Lanús,46,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Lanús,Gabriel Aguirre,2007-03-25,19.0,,D,Lanús,49,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Lanús,Juan Mujica,2007-06-15,19.0,,M,Lanús,47,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Lanús,Felipe Peña,2001-04-05,25.0,,M,Lanús,5,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Lanús,Eduardo Salvio,1990-07-13,36.0,,M,Lanús,11,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Lanús,Matias Sepulveda,2006-05-19,20.0,,F,Lanús,16,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Lanús,Ramiro Carrera,1993-10-24,32.0,,M,Lanús,23,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Lanús,Raúl Loaiza,1994-06-08,32.0,,M,Lanús,15,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Lanús,Marcelino Moreno,1995-06-25,31.0,,M,Lanús,10,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Lanús,Agustín Cardozo,1997-05-30,29.0,,M,Lanús,30,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Lanús,Franco Watson,2002-07-25,24.0,,M,Lanús,8,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Lanús,Ian López,2007-02-13,19.0,,M,Lanús,48,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Lanús,Mariano Gerez,2006-01-19,20.0,,M,Lanús,36,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Lanús,Thiago Laplace,2006-04-03,20.0,,M,Lanús,39,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Lanús,Agustín Medina,2006-10-24,19.0,,M,Lanús,17,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Lanús,Ragnheidur Jónsdóttir,2006-01-14,20.0,,D,Lanús,,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Lanús,Tiago Domínguez,2009-03-01,17.0,,M,Lanús,50,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Lanús,Walter Bou,1993-08-25,32.0,,F,Lanús,9,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Lanús,Alexis Duarte,2007-04-19,19.0,,F,Lanús,21,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Lanús,Allan Wlk,2003-03-01,23.0,,F,Lanús,20,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Lanús,Lucas Besozzi,2003-01-22,23.0,,F,Lanús,77,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Lanús,Mateo Peralta,2007-06-25,19.0,,F,Lanús,44,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Lanús,Dylan Aquino,2005-06-04,21.0,,F,Lanús,25,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Lanús,Benjamín Acosta,2006-02-08,20.0,,F,Lanús,38,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Lanús,Thiago Balbuena,2006-03-16,20.0,,F,Lanús,41,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Lanús,Jeremías Chavero,2006-05-30,20.0,,F,Lanús,18,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Lanús,Thomás De Martis,2008-06-26,18.0,,F,Lanús,37,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Lanús,Yoshan Valois,2004-10-04,21.0,,F,Lanús,19,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Lanús,Gonzalo Lobos,2007-02-03,19.0,,F,Lanús,43,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Lanús,Dante Blanco,2008-02-29,18.0,,F,Lanús,29,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Newell's Old Boys,Gabriel Arias,1987-09-13,38.0,,G,Newell's Old Boys,21,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Newell's Old Boys,Josué Reinatti,2003-06-02,23.0,,G,Newell's Old Boys,30,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Newell's Old Boys,Rodrigo Herrera,2000-08-02,25.0,,D,Newell's Old Boys,26,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Newell's Old Boys,Lautaro Giannetti,1993-11-13,32.0,,D,Newell's Old Boys,17,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Newell's Old Boys,Franco Escobar,1995-02-21,31.0,,D,Newell's Old Boys,24,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Newell's Old Boys,Saúl Salcedo,1997-08-29,28.0,,D,Newell's Old Boys,15,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Newell's Old Boys,Martín Ortega,1999-08-20,26.0,,D,Newell's Old Boys,6,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Newell's Old Boys,Armando Méndez,1996-03-31,30.0,,D,Newell's Old Boys,14,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Newell's Old Boys,Oscar Salómon,1999-03-22,27.0,,D,Newell's Old Boys,22,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Newell's Old Boys,Nicolas Goitea,1997-06-11,29.0,,D,Newell's Old Boys,23,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Newell's Old Boys,Martín Luciano,2003-08-12,22.0,,D,Newell's Old Boys,3,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Newell's Old Boys,Ivan Glavinovich,2001-10-27,24.0,,D,Newell's Old Boys,2,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Newell's Old Boys,Bruno Cabrera,1997-04-28,29.0,,D,Newell's Old Boys,25,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Newell's Old Boys,Alejo Montero,1998-05-05,28.0,,M,Newell's Old Boys,4,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Newell's Old Boys,Alan Soñora,1998-08-03,27.0,,M,Newell's Old Boys,15,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Newell's Old Boys,Marcelo Esponda,2003-01-14,23.0,,M,Newell's Old Boys,29,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Newell's Old Boys,David Sotelo,2003-07-30,23.0,,M,Newell's Old Boys,8,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Newell's Old Boys,Valentino Acuña,2006-01-27,20.0,,M,Newell's Old Boys,10,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Newell's Old Boys,Fabricio Tirado,2004-09-18,21.0,,M,Newell's Old Boys,,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Newell's Old Boys,Luca Regiardo,2006-10-23,19.0,,M,Newell's Old Boys,5,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Newell's Old Boys,Jerónimo Mattar,2008-08-07,17.0,,M,Newell's Old Boys,19,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Newell's Old Boys,Blas Benedetto,2006-03-17,20.0,,M,Newell's Old Boys,35,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Newell's Old Boys,Mateo Villalba,,,,M,Newell's Old Boys,37,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Newell's Old Boys,Tomás Viola,,,,M,Newell's Old Boys,34,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Newell's Old Boys,Juan Ramírez,1997-02-01,29.0,,F,Newell's Old Boys,99,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Newell's Old Boys,Walter Mazzantti,1996-09-05,29.0,,F,Newell's Old Boys,7,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Newell's Old Boys,Matías Cóccaro,1997-11-15,28.0,,F,Newell's Old Boys,9,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Newell's Old Boys,Lautaro Rios,2006-09-22,19.0,,F,Newell's Old Boys,39,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Newell's Old Boys,Walter Núñez,2003-02-13,23.0,,F,Newell's Old Boys,33,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Newell's Old Boys,Jeronimo Russo,2005-05-30,21.0,,F,Newell's Old Boys,28,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Newell's Old Boys,Facundo Gauch,2007-01-20,19.0,,F,Newell's Old Boys,20,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Newell's Old Boys,Francisco Scarpeccio,2006-01-22,20.0,,F,Newell's Old Boys,36,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Platense,Brian Bustos,1996-08-22,29.0,,G,Platense,1,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Platense,Juan Pablo Cozzani,1998-10-09,27.0,,G,Platense,30,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Platense,Nicolás Sumavil,1999-11-20,26.0,,G,Platense,22,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Platense,Joaquín Giudice,2006-02-06,20.0,,G,Platense,36,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Platense,Santino Cambiasso,2007-04-17,19.0,,G,Platense,37,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Platense,Ignacio Vázquez,1997-05-15,29.0,,D,Platense,13,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Platense,Víctor Cuesta,1988-11-19,37.0,,D,Platense,31,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Platense,Gonzalo Goñi,1998-08-16,27.0,,D,Platense,42,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Platense,Agustín Lagos,2001-10-09,24.0,,D,Platense,4,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Platense,Juan Ignacio Saborido,1998-04-25,28.0,,D,Platense,25,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Platense,Tomas Silva,2003-03-08,23.0,,D,Platense,3,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Platense,Santiago Quirós,2009-11-16,16.0,,M,Platense,32,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Platense,Eugenio Raggio,2001-08-31,24.0,,D,Platense,6,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Platense,Mateo Mendia,2004-02-03,22.0,,D,Platense,34,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Platense,Celías Ingenthron,2008-06-28,18.0,,D,Platense,38,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Platense,Agustín Maglione,2006-01-09,20.0,,D,Platense,44,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Platense,Lucas Testa,2006-04-06,20.0,,D,Platense,46,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Platense,Thiago Currado,2006-11-04,19.0,,D,Platense,41,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Platense,Ivan Gomez,1997-02-28,29.0,,M,Platense,5,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Platense,Leonardo Heredia,1996-01-11,30.0,,M,Platense,23,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Platense,Pablo Ferreira,2004-10-23,21.0,,M,Platense,26,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Platense,Martín Barrios,1999-01-24,27.0,,M,Platense,24,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Platense,Agustín Funes,2004-01-27,22.0,,M,Platense,48,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Platense,Franco Zapiola,2001-02-19,25.0,,M,Platense,10,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Platense,Maximiliano Amarfil,2001-03-11,25.0,,M,Platense,15,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Platense,Franco Minerva,2006-01-31,20.0,,M,Platense,29,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Platense,Santiago Dalmasso,2004-06-18,22.0,,M,Platense,27,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Platense,Felipe Bussio,2004-06-16,22.0,,M,Platense,17,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Platense,Demian Troya,2005-03-22,21.0,,M,Platense,35,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Platense,Santiago Bouhet,2006-01-10,20.0,,M,Platense,49,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
