match_id,team,jersey_number,player_name,total_distance_m,zone1_m,zone2_m,zone3_m,zone4_m,zone5_m,high_speed_runs_count,sprint_count,top_speed_kmh,source,source_url,retrieved_at
20260043,Argentina,15,Nico GONZALEZ,3404.3,1333.5,1201.2,557.1,183.7,128.9,43.0,15.0,32.1,fifa_training_centre_pmsr_pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M43-ARG-V-AUT.pdf,2026-07-08T13:12:07.567790+00:00
20260043,Argentina,19,Nicolas OTAMENDI,3681.0,1638.4,1342.4,514.4,146.2,39.6,36.0,11.0,28.8,fifa_training_centre_pmsr_pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M43-ARG-V-AUT.pdf,2026-07-08T13:12:07.567790+00:00
20260043,Austria,1,Alexander SCHLAGER,6003.8,3943.8,1824.0,203.5,32.6,0.0,18.0,3.0,24.4,fifa_training_centre_pmsr_pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M43-ARG-V-AUT.pdf,2026-07-08T13:12:07.567790+00:00
20260043,Austria,3,Kevin DANSO,8899.4,4329.9,3161.3,938.0,376.0,94.2,92.0,31.0,31.8,fifa_training_centre_pmsr_pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M43-ARG-V-AUT.pdf,2026-07-08T13:12:07.567790+00:00
20260043,Austria,4,Xaver SCHLAGER,10125.1,4261.0,4083.0,1275.9,378.2,127.0,107.0,26.0,32.7,fifa_training_centre_pmsr_pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M43-ARG-V-AUT.pdf,2026-07-08T13:12:07.567790+00:00
20260043,Austria,5,Stefan POSCH,7836.4,2885.8,3450.8,987.5,369.8,142.4,80.0,32.0,30.8,fifa_training_centre_pmsr_pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M43-ARG-V-AUT.pdf,2026-07-08T13:12:07.567790+00:00
20260043,Austria,6,Nicolas SEIWALD,10791.9,3695.2,5044.0,1374.6,521.1,157.0,119.0,41.0,31.9,fifa_training_centre_pmsr_pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M43-ARG-V-AUT.pdf,2026-07-08T13:12:07.567790+00:00
20260043,Austria,8,David ALABA,6857.9,2890.7,2979.8,669.5,264.7,53.1,67.0,17.0,28.1,fifa_training_centre_pmsr_pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M43-ARG-V-AUT.pdf,2026-07-08T13:12:07.567790+00:00
20260043,Austria,9,Marcel SABITZER,9795.1,4172.1,3536.7,1362.6,564.8,158.9,117.0,51.0,31.6,fifa_training_centre_pmsr_pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M43-ARG-V-AUT.pdf,2026-07-08T13:12:07.567790+00:00
20260043,Austria,11,Michael GREGORITSCH,8185.9,3465.5,3266.9,935.3,421.8,96.4,85.0,33.0,28.0,fifa_training_centre_pmsr_pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M43-ARG-V-AUT.pdf,2026-07-08T13:12:07.567790+00:00
20260043,Austria,18,Romano SCHMID,8713.2,3283.2,3668.2,1060.4,518.9,182.4,101.0,47.0,31.2,fifa_training_centre_pmsr_pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M43-ARG-V-AUT.pdf,2026-07-08T13:12:07.567790+00:00
20260043,Austria,20,Konrad LAIMER,10016.9,4121.4,4069.5,1127.7,458.7,239.6,90.0,41.0,34.0,fifa_training_centre_pmsr_pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M43-ARG-V-AUT.pdf,2026-07-08T13:12:07.567790+00:00
20260043,Austria,24,Paul WANNER,8175.3,2554.6,4074.9,1166.2,301.6,78.1,104.0,27.0,28.1,fifa_training_centre_pmsr_pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M43-ARG-V-AUT.pdf,2026-07-08T13:12:07.567790+00:00
20260043,Austria,7,Marko ARNAUTOVIC,2733.6,1117.5,1106.3,381.6,123.5,4.7,36.0,9.0,25.9,fifa_training_centre_pmsr_pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M43-ARG-V-AUT.pdf,2026-07-08T13:12:07.567790+00:00
20260043,Austria,17,Carney CHUKWUEMEKA,1481.5,455.8,592.4,252.0,134.3,47.0,25.0,9.0,30.7,fifa_training_centre_pmsr_pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M43-ARG-V-AUT.pdf,2026-07-08T13:12:07.567790+00:00
20260043,Austria,21,Patrick WIMMER,2155.7,696.8,899.2,344.8,105.1,109.8,23.0,9.0,31.5,fifa_training_centre_pmsr_pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M43-ARG-V-AUT.pdf,2026-07-08T13:12:07.567790+00:00
20260043,Austria,22,Alexander PRASS,3243.0,1018.4,1400.4,415.0,198.4,210.7,37.0,15.0,31.0,fifa_training_centre_pmsr_pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M43-ARG-V-AUT.pdf,2026-07-08T13:12:07.567790+00:00
20260043,Austria,23,Marco FRIEDL,2757.1,1080.9,1153.8,310.7,170.0,41.8,30.0,12.0,29.5,fifa_training_centre_pmsr_pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M43-ARG-V-AUT.pdf,2026-07-08T13:12:07.567790+00:00
20260070,Jordan,1,YAZEED ABULAILA,4221.0,3662.1,520.2,31.8,6.9,0.0,2.0,1.0,22.5,fifa_training_centre_pmsr_pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M70-JOR-V-ARG.pdf,2026-07-08T13:12:07.567790+00:00
20260070,Jordan,3,ABDALLAH NASIB,9068.7,3853.1,3873.7,986.9,267.3,87.8,85.0,24.0,32.4,fifa_training_centre_pmsr_pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M70-JOR-V-ARG.pdf,2026-07-08T13:12:07.567790+00:00
20260070,Jordan,4,HUSAM ABUDAHAB,9659.4,3905.8,3948.1,1099.7,459.6,246.3,100.0,42.0,32.4,fifa_training_centre_pmsr_pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M70-JOR-V-ARG.pdf,2026-07-08T13:12:07.567790+00:00
20260070,Jordan,5,YAZAN ALARAB,8831.5,3838.0,3791.7,823.2,276.1,102.5,77.0,29.0,30.8,fifa_training_centre_pmsr_pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M70-JOR-V-ARG.pdf,2026-07-08T13:12:07.567790+00:00
20260070,Jordan,8,NOOR ALRAWABDEH,12305.2,3277.8,6457.7,1937.4,562.5,69.9,181.0,44.0,30.5,fifa_training_centre_pmsr_pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M70-JOR-V-ARG.pdf,2026-07-08T13:12:07.567790+00:00
20260070,Jordan,9,ALI OLWAN,10463.7,3780.0,4868.0,1310.1,332.9,172.6,118.0,27.0,33.4,fifa_training_centre_pmsr_pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M70-JOR-V-ARG.pdf,2026-07-08T13:12:07.567790+00:00
20260070,Jordan,11,ODEH FAKHOURY,5567.2,1746.4,2675.3,853.6,198.9,92.9,78.0,22.0,32.9,fifa_training_centre_pmsr_pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M70-JOR-V-ARG.pdf,2026-07-08T13:12:07.567790+00:00
20260070,Jordan,20,MOHANNAD ABUTAHA,10526.2,3847.2,4378.4,1431.1,707.5,162.1,130.0,55.0,30.0,fifa_training_centre_pmsr_pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M70-JOR-V-ARG.pdf,2026-07-08T13:12:07.567790+00:00
20260070,Jordan,21,NIZAR ALRASHDAN,8913.8,2514.9,4952.9,1059.0,303.5,83.4,97.0,24.0,30.2,fifa_training_centre_pmsr_pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M70-JOR-V-ARG.pdf,2026-07-08T13:12:07.567790+00:00
20260070,Jordan,23,EHSAN HADDAD,10630.2,4055.6,4609.2,1386.2,497.5,81.8,123.0,30.0,26.7,fifa_training_centre_pmsr_pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M70-JOR-V-ARG.pdf,2026-07-08T13:12:07.567790+00:00
20260070,Jordan,24,ALI AZAIZEH,5804.0,1836.3,2743.8,877.7,302.6,43.5,83.0,24.0,28.1,fifa_training_centre_pmsr_pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M70-JOR-V-ARG.pdf,2026-07-08T13:12:07.567790+00:00
20260070,Jordan,6,AMER JAMOUS,2137.0,535.0,962.5,467.5,152.2,19.8,48.0,10.0,27.1,fifa_training_centre_pmsr_pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M70-JOR-V-ARG.pdf,2026-07-08T13:12:07.567790+00:00
20260070,Jordan,7,MOHAMMAD ABUZRAIQ,697.4,182.9,311.9,127.2,60.7,14.6,11.0,6.0,26.7,fifa_training_centre_pmsr_pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M70-JOR-V-ARG.pdf,2026-07-08T13:12:07.567790+00:00
