match_id,team,total_distance_km,high_intensity_distance_m,sprint_distance_m,sprint_count,top_speed_kmh,source,source_url,retrieved_at
20260087,Ghana,105.55,7194.0,1991.7,397.0,33.8,fifa_training_centre_pmsr_pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M87-COL-V-GHA.pdf,2026-07-08T13:55:29.915951+00:00
20260088,Australia,148.11,8891.9,2344.6,525.0,34.8,fifa_training_centre_pmsr_pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M88-AUS-V-EGY.pdf,2026-07-08T13:55:29.915951+00:00
20260088,Egypt,142.45,8090.4,1911.5,493.0,35.2,fifa_training_centre_pmsr_pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M88-AUS-V-EGY.pdf,2026-07-08T13:55:29.915951+00:00
20260089,Paraguay,104.41,6539.9,1935.0,323.0,34.7,fifa_training_centre_pmsr_pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M89-PAR-V-FRA.pdf,2026-07-08T13:55:29.915951+00:00
20260089,France,104.83,5861.0,1548.6,319.0,36.5,fifa_training_centre_pmsr_pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M89-PAR-V-FRA.pdf,2026-07-08T13:55:29.915951+00:00
20260090,Canada,116.23,9987.4,3069.1,528.0,34.2,fifa_training_centre_pmsr_pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M90-CAN-V-MAR.pdf,2026-07-08T13:55:29.915951+00:00
20260090,Morocco,108.8,8501.4,2781.0,452.0,35.3,fifa_training_centre_pmsr_pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M90-CAN-V-MAR.pdf,2026-07-08T13:55:29.915951+00:00
20260091,Brazil,113.3,7343.2,1821.7,405.0,33.3,fifa_training_centre_pmsr_pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M91-BRA-V-NOR.pdf,2026-07-08T13:55:29.915951+00:00
20260091,Norway,120.5,7668.8,2249.5,424.0,33.1,fifa_training_centre_pmsr_pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M91-BRA-V-NOR.pdf,2026-07-08T13:55:29.915951+00:00
20260092,Mexico,112.05,6221.7,1523.9,385.0,33.8,fifa_training_centre_pmsr_pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M92-MEX-V-ENG.pdf,2026-07-08T13:55:29.915951+00:00
20260092,England,106.74,5223.6,1359.7,305.0,35.8,fifa_training_centre_pmsr_pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M92-MEX-V-ENG.pdf,2026-07-08T13:55:29.915951+00:00
20260093,Portugal,112.82,7366.7,2047.5,423.0,34.8,fifa_training_centre_pmsr_pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M93-POR-V-ESP.pdf,2026-07-08T13:55:29.915951+00:00
20260093,Spain,115.38,8102.7,2011.4,471.0,33.6,fifa_training_centre_pmsr_pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M93-POR-V-ESP.pdf,2026-07-08T13:55:29.915951+00:00
20260094,USA,119.25,7801.8,1894.6,453.0,35.6,fifa_training_centre_pmsr_pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M94-USA-V-BEL.pdf,2026-07-08T13:55:29.915951+00:00
20260094,Belgium,117.95,7963.2,1997.4,464.0,33.7,fifa_training_centre_pmsr_pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M94-USA-V-BEL.pdf,2026-07-08T13:55:29.915951+00:00
20260096,Switzerland,140.66,8552.1,1958.1,518.0,34.7,fifa_training_centre_pmsr_pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M96-SUI-V-COL.pdf,2026-07-08T13:55:29.915951+00:00
20260096,Colombia,129.99,8532.3,2468.0,512.0,35.1,fifa_training_centre_pmsr_pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M96-SUI-V-COL.pdf,2026-07-08T13:55:29.915951+00:00
20260097,France,108.57,7456.9,2158.9,363.0,35.5,fifa_training_centre_pmsr_pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M97-FRA-V-MAR.pdf,2026-07-10T09:19:25.043451+00:00
20260097,Morocco,108.25,7151.5,2081.2,373.0,35.3,fifa_training_centre_pmsr_pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M97-FRA-V-MAR.pdf,2026-07-10T09:19:25.043451+00:00
20260098,Spain,114.59,7227.3,1884.8,418.0,34.0,fifa_training_centre_pmsr_pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M98-ESP-V-BEL-ALT.pdf,2026-07-11T18:45:26.090194+00:00
20260098,Belgium,116.16,7114.1,1555.5,443.0,32.7,fifa_training_centre_pmsr_pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M98-ESP-V-BEL-ALT.pdf,2026-07-11T18:45:26.090194+00:00
20260100,Argentina,136.75,7810.4,2395.9,430.0,35.0,fifa_training_centre_pmsr_pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M100-ARG-V-SUI.pdf,2026-07-12T08:00:43.138128+00:00
20260100,Switzerland,138.04,7616.2,2128.3,434.0,33.6,fifa_training_centre_pmsr_pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M100-ARG-V-SUI.pdf,2026-07-12T08:00:43.138128+00:00
20260099,Norway,148.94,8191.9,1988.6,484.0,35.1,fifa_training_centre_pmsr_pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M99-NOR-V-ENG.pdf,2026-07-12T08:00:43.138128+00:00
20260099,England,140.79,7447.5,1954.0,442.0,35.2,fifa_training_centre_pmsr_pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M99-NOR-V-ENG.pdf,2026-07-12T08:00:43.138128+00:00
