match_id,team,player_name,minute,minute_stoppage,minute_display,own_goal,penalty,source,source_url,retrieved_at
20260032,USA,Cameron Burgess,11,,11,True,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260032,USA,Alex Freeman,43,,43,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260031,Paraguay,Matías Galarza,2,,2,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260059,Türkiye,Arda Güler,10,,10,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260059,Türkiye,Baris Alper Yilmaz,31,,31,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260059,Türkiye,Kaan Ayhan,90,8,90+8,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260059,USA,Auston Trusty,3,,3,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260059,USA,Sebastian Berhalter,49,,49,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260010,Germany,Felix Nmecha,6,,6,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260010,Germany,Nico Schlotterbeck,38,,38,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260010,Germany,Kai Havertz,45,5,45+5,False,True,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260010,Germany,Kai Havertz,88,,88,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260010,Germany,Jamal Musiala,47,,47,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260010,Germany,Nathaniel Brown,68,,68,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260010,Germany,Deniz Undav,78,,78,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260010,Curaçao,Livano Comenencia,21,,21,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260009,Côte d'Ivoire,Amad Diallo,90,,90,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260033,Germany,Deniz Undav,68,,68,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260033,Germany,Deniz Undav,90,4,90+4,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260033,Côte d'Ivoire,Franck Kessié,30,,30,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260055,Côte d'Ivoire,Nicolas Pépé,7,,7,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260055,Côte d'Ivoire,Nicolas Pépé,64,,64,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260056,Ecuador,Nilson Angulo,9,,9,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260056,Ecuador,Gonzalo Plata,77,,77,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260056,Germany,Leroy Sané,2,,2,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260011,Netherlands,Virgil van Dijk,51,,51,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260011,Netherlands,Crysencio Summerville,64,,64,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260011,Japan,Keito Nakamura,57,,57,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260011,Japan,Daichi Kamada,88,,88,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260012,Sweden,Yasin Ayari,7,,7,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260012,Sweden,Yasin Ayari,90,6,90+6,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260012,Sweden,Alexander Isak,30,,30,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260012,Sweden,Viktor Gyökeres,59,,59,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260012,Sweden,Mattias Svanberg,84,,84,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260012,Tunisia,Omar Rekik,43,,43,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260035,Netherlands,Brian Brobbey,5,,5,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260035,Netherlands,Brian Brobbey,17,,17,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260035,Netherlands,Cody Gakpo,47,,47,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260035,Netherlands,Cody Gakpo,54,,54,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260035,Netherlands,Crysencio Summerville,89,,89,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260035,Sweden,Anthony Elanga,59,,59,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260036,Japan,Daichi Kamada,4,,4,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260036,Japan,Ayase Ueda,31,,31,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260036,Japan,Ayase Ueda,83,,83,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260036,Japan,Junya Ito,69,,69,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260057,Japan,Daizen Maeda,56,,56,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260057,Sweden,Anthony Elanga,62,,62,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260058,Tunisia,Hazem Mastouri,54,,54,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260058,Netherlands,Ellyes Skhiri,3,,3,True,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
