team,player_name,birth_date,age_years,market_value_eur,position,club,source,retrieved_at
Ivory Coast,Seko Fofana,,,8000000.0,,,transfermarkt,2026-07-14T01:29:28.262953+00:00
Ivory Coast,Yan Diomande,,,90000000.0,,,transfermarkt,2026-07-14T01:29:28.262953+00:00
Ivory Coast,Bazoumana Touré,,,40000000.0,,,transfermarkt,2026-07-14T01:29:28.262953+00:00
Ivory Coast,Simon Adingra,,,22000000.0,,,transfermarkt,2026-07-14T01:29:28.262953+00:00
Ivory Coast,Parfait Guiagon,,,5000000.0,,,transfermarkt,2026-07-14T01:29:28.262953+00:00
Ivory Coast,Amad Diallo,,,45000000.0,,,transfermarkt,2026-07-14T01:29:28.262953+00:00
Ivory Coast,Evann Guessand,,,25000000.0,,,transfermarkt,2026-07-14T01:29:28.262953+00:00
Ivory Coast,Nicolas Pépé,,,6000000.0,,,transfermarkt,2026-07-14T01:29:28.262953+00:00
Ivory Coast,Ange-Yoan Bonny,,,35000000.0,,,transfermarkt,2026-07-14T01:29:28.262953+00:00
Ivory Coast,Elye Wahi,,,18000000.0,,,transfermarkt,2026-07-14T01:29:28.262953+00:00
Ivory Coast,Oumar Diakité,,,5000000.0,,,transfermarkt,2026-07-14T01:29:28.262953+00:00
Senegal,Yehvann Diouf,,,7000000.0,,,transfermarkt,2026-07-14T01:29:34.390635+00:00
Senegal,Edouard Mendy,,,4000000.0,,,transfermarkt,2026-07-14T01:29:34.390635+00:00
Senegal,Mory Diaw,,,900000.0,,,transfermarkt,2026-07-14T01:29:34.390635+00:00
Senegal,Mamadou Sarr,,,22000000.0,,,transfermarkt,2026-07-14T01:29:34.390635+00:00
Senegal,Moussa Niakhaté,,,15000000.0,,,transfermarkt,2026-07-14T01:29:34.390635+00:00
Senegal,Antoine Mendy,,,10000000.0,,,transfermarkt,2026-07-14T01:29:34.390635+00:00
Senegal,Kalidou Koulibaly,,,4500000.0,,,transfermarkt,2026-07-14T01:29:34.390635+00:00
Senegal,Abdoulaye Seck,,,400000.0,,,transfermarkt,2026-07-14T01:29:34.390635+00:00
Senegal,El Hadji Malick Diouf,,,28000000.0,,,transfermarkt,2026-07-14T01:29:34.390635+00:00
Senegal,Ismail Jakobs,,,8000000.0,,,transfermarkt,2026-07-14T01:29:34.390635+00:00
Senegal,Idrissa Gueye,,,500000.0,,,transfermarkt,2026-07-14T01:29:34.390635+00:00
Senegal,Lamine Camara,,,40000000.0,,,transfermarkt,2026-07-14T01:29:34.390635+00:00
Senegal,Pape Gueye,,,40000000.0,,,transfermarkt,2026-07-14T01:29:34.390635+00:00
Senegal,Habib Diarra,,,35000000.0,,,transfermarkt,2026-07-14T01:29:34.390635+00:00
Senegal,Pape Matar Sarr,,,30000000.0,,,transfermarkt,2026-07-14T01:29:34.390635+00:00
Senegal,Bara Sapoko Ndiaye,,,4000000.0,,,transfermarkt,2026-07-14T01:29:34.390635+00:00
Senegal,Pathé Ciss,,,1800000.0,,,transfermarkt,2026-07-14T01:29:34.390635+00:00
Senegal,Krépin Diatta,,,6000000.0,,,transfermarkt,2026-07-14T01:29:34.390635+00:00
Senegal,Assane Diao,,,30000000.0,,,transfermarkt,2026-07-14T01:29:34.390635+00:00
Senegal,Sadio Mané,,,6000000.0,,,transfermarkt,2026-07-14T01:29:34.390635+00:00
Senegal,Iliman Ndiaye,,,55000000.0,,,transfermarkt,2026-07-14T01:29:34.390635+00:00
Senegal,Ismaïla Sarr,,,40000000.0,,,transfermarkt,2026-07-14T01:29:34.390635+00:00
Senegal,Ibrahim Mbaye,,,30000000.0,,,transfermarkt,2026-07-14T01:29:34.390635+00:00
Senegal,Nicolas Jackson,,,40000000.0,,,transfermarkt,2026-07-14T01:29:34.390635+00:00
Senegal,Bamba Dieng,,,15000000.0,,,transfermarkt,2026-07-14T01:29:34.390635+00:00
Senegal,Cherif Ndiaye,,,5000000.0,,,transfermarkt,2026-07-14T01:29:34.390635+00:00
Turkiye,Uğurcan Çakır,,,15000000.0,,,transfermarkt,2026-07-14T01:29:37.094949+00:00
Turkiye,Altay Bayındır,,,5000000.0,,,transfermarkt,2026-07-14T01:29:37.094949+00:00
Turkiye,Mert Günok,,,500000.0,,,transfermarkt,2026-07-14T01:29:37.094949+00:00
Turkiye,Ozan Kabak,,,15000000.0,,,transfermarkt,2026-07-14T01:29:37.094949+00:00
Turkiye,Merih Demiral,,,12000000.0,,,transfermarkt,2026-07-14T01:29:37.094949+00:00
Turkiye,Abdülkerim Bardakcı,,,6500000.0,,,transfermarkt,2026-07-14T01:29:37.094949+00:00
Turkiye,Çağlar Söyüncü,,,3500000.0,,,transfermarkt,2026-07-14T01:29:37.094949+00:00
Turkiye,Samet Akaydin,,,1200000.0,,,transfermarkt,2026-07-14T01:29:37.094949+00:00
Turkiye,Ferdi Kadıoğlu,,,35000000.0,,,transfermarkt,2026-07-14T01:29:37.094949+00:00
Turkiye,Eren Elmalı,,,5000000.0,,,transfermarkt,2026-07-14T01:29:37.094949+00:00
Turkiye,Zeki Çelik,,,14000000.0,,,transfermarkt,2026-07-14T01:29:37.094949+00:00
Turkiye,Mert Müldür,,,7000000.0,,,transfermarkt,2026-07-14T01:29:37.094949+00:00
Turkiye,Hakan Çalhanoğlu,,,16000000.0,,,transfermarkt,2026-07-14T01:29:37.094949+00:00
Turkiye,İsmail Yüksek,,,15000000.0,,,transfermarkt,2026-07-14T01:29:37.094949+00:00
Turkiye,Salih Özcan,,,3500000.0,,,transfermarkt,2026-07-14T01:29:37.094949+00:00
Turkiye,Kaan Ayhan,,,1500000.0,,,transfermarkt,2026-07-14T01:29:37.094949+00:00
Turkiye,Orkun Kökçü,,,25000000.0,,,transfermarkt,2026-07-14T01:29:37.094949+00:00
Turkiye,Arda Güler,,,90000000.0,,,transfermarkt,2026-07-14T01:29:37.094949+00:00
Turkiye,Can Uzun,,,45000000.0,,,transfermarkt,2026-07-14T01:29:37.094949+00:00
Turkiye,Kenan Yıldız,,,75000000.0,,,transfermarkt,2026-07-14T01:29:37.094949+00:00
Turkiye,Barış Alper Yılmaz,,,30000000.0,,,transfermarkt,2026-07-14T01:29:37.094949+00:00
Turkiye,Kerem Aktürkoğlu,,,20000000.0,,,transfermarkt,2026-07-14T01:29:37.094949+00:00
Turkiye,Yunus Akgün,,,18000000.0,,,transfermarkt,2026-07-14T01:29:37.094949+00:00
Turkiye,Oğuz Aydın,,,7000000.0,,,transfermarkt,2026-07-14T01:29:37.094949+00:00
Turkiye,İrfan Can Kahveci,,,3000000.0,,,transfermarkt,2026-07-14T01:29:37.094949+00:00
Turkiye,Deniz Gül,,,5000000.0,,,transfermarkt,2026-07-14T01:29:37.094949+00:00
Morocco,Yassine Bounou,,,3000000.0,,,transfermarkt,2026-07-14T01:29:44.946843+00:00
Morocco,Ahmed Reda Tagnaouti,,,1000000.0,,,transfermarkt,2026-07-14T01:29:44.946843+00:00
Morocco,Munir El Kajoui,,,600000.0,,,transfermarkt,2026-07-14T01:29:44.946843+00:00
Morocco,Chadi Riad,,,15000000.0,,,transfermarkt,2026-07-14T01:29:44.946843+00:00
Morocco,Issa Diop,,,8000000.0,,,transfermarkt,2026-07-14T01:29:44.946843+00:00
Morocco,Redouane Halhal,,,5000000.0,,,transfermarkt,2026-07-14T01:29:44.946843+00:00
Morocco,Marwane Saadane,,,400000.0,,,transfermarkt,2026-07-14T01:29:44.946843+00:00
Morocco,Anass Salah-Eddine,,,12000000.0,,,transfermarkt,2026-07-14T01:29:44.946843+00:00
Morocco,Youssef Belammari,,,1200000.0,,,transfermarkt,2026-07-14T01:29:44.946843+00:00
Morocco,Achraf Hakimi,,,80000000.0,,,transfermarkt,2026-07-14T01:29:44.946843+00:00
Morocco,Noussair Mazraoui,,,18000000.0,,,transfermarkt,2026-07-14T01:29:44.946843+00:00
Morocco,Zakaria El Ouahdi,,,17000000.0,,,transfermarkt,2026-07-14T01:29:44.946843+00:00
Morocco,Sofyan Amrabat,,,10000000.0,,,transfermarkt,2026-07-14T01:29:44.946843+00:00
Morocco,Ayyoub Bouaddi,,,50000000.0,,,transfermarkt,2026-07-14T01:29:44.946843+00:00
Morocco,Neil El Aynaoui,,,23000000.0,,,transfermarkt,2026-07-14T01:29:44.946843+00:00
Morocco,Samir El Mourabet,,,22000000.0,,,transfermarkt,2026-07-14T01:29:44.946843+00:00
Morocco,Azzedine Ounahi,,,10000000.0,,,transfermarkt,2026-07-14T01:29:44.946843+00:00
Morocco,Ismael Saibari,,,40000000.0,,,transfermarkt,2026-07-14T01:29:44.946843+00:00
Morocco,Bilal El Khannouss,,,35000000.0,,,transfermarkt,2026-07-14T01:29:44.946843+00:00
Morocco,Amine Sbaï,,,4000000.0,,,transfermarkt,2026-07-14T01:29:44.946843+00:00
Morocco,Brahim Díaz,,,35000000.0,,,transfermarkt,2026-07-14T01:29:44.946843+00:00
Morocco,Chemsdine Talbi,,,25000000.0,,,transfermarkt,2026-07-14T01:29:44.946843+00:00
Morocco,Gessime Yassine,,,12000000.0,,,transfermarkt,2026-07-14T01:29:44.946843+00:00
Morocco,Ayoube Amaimouni-Echghouyab,,,10000000.0,,,transfermarkt,2026-07-14T01:29:44.946843+00:00
Morocco,Soufiane Rahimi,,,6000000.0,,,transfermarkt,2026-07-14T01:29:44.946843+00:00
Morocco,Ayoub El Kaabi,,,4500000.0,,,transfermarkt,2026-07-14T01:29:44.946843+00:00
Sweden,Viktor Johansson,,,12000000.0,,,transfermarkt,2026-07-14T01:29:47.593135+00:00
Sweden,Jacob Widell Zetterström,,,2500000.0,,,transfermarkt,2026-07-14T01:29:47.593135+00:00
Sweden,Kristoffer Nordfeldt,,,175000.0,,,transfermarkt,2026-07-14T01:29:47.593135+00:00
Sweden,Isak Hien,,,22000000.0,,,transfermarkt,2026-07-14T01:29:47.593135+00:00
Sweden,Gustaf Lagerbielke,,,10000000.0,,,transfermarkt,2026-07-14T01:29:47.593135+00:00
Sweden,Victor Lindelöf,,,5000000.0,,,transfermarkt,2026-07-14T01:29:47.593135+00:00
Sweden,Hjalmar Ekdal,,,5000000.0,,,transfermarkt,2026-07-14T01:29:47.593135+00:00
Sweden,Eric Smith,,,5000000.0,,,transfermarkt,2026-07-14T01:29:47.593135+00:00
Sweden,Carl Starfelt,,,4500000.0,,,transfermarkt,2026-07-14T01:29:47.593135+00:00
Sweden,Daniel Svensson,,,22000000.0,,,transfermarkt,2026-07-14T01:29:47.593135+00:00
Sweden,Gabriel Gudmundsson,,,20000000.0,,,transfermarkt,2026-07-14T01:29:47.593135+00:00
Sweden,Ken Sema,,,800000.0,,,transfermarkt,2026-07-14T01:29:47.593135+00:00
Sweden,Jesper Karlström,,,4000000.0,,,transfermarkt,2026-07-14T01:29:47.593135+00:00
Sweden,Lucas Bergvall,,,35000000.0,,,transfermarkt,2026-07-14T01:29:47.593135+00:00
Sweden,Yasin Ayari,,,35000000.0,,,transfermarkt,2026-07-14T01:29:47.593135+00:00
Sweden,Mattias Svanberg,,,8000000.0,,,transfermarkt,2026-07-14T01:29:47.593135+00:00
Sweden,Besfort Zeneli,,,6000000.0,,,transfermarkt,2026-07-14T01:29:47.593135+00:00
Sweden,Herman Johansson,,,1800000.0,,,transfermarkt,2026-07-14T01:29:47.593135+00:00
Sweden,Elliot Stroud,,,8000000.0,,,transfermarkt,2026-07-14T01:29:47.593135+00:00
Sweden,Benjamin Nygren,,,14000000.0,,,transfermarkt,2026-07-14T01:29:47.593135+00:00
Sweden,Taha Ali,,,1500000.0,,,transfermarkt,2026-07-14T01:29:47.593135+00:00
Sweden,Anthony Elanga,,,32000000.0,,,transfermarkt,2026-07-14T01:29:47.593135+00:00
Sweden,Alexander Bernhardsson,,,3000000.0,,,transfermarkt,2026-07-14T01:29:47.593135+00:00
Sweden,Alexander Isak,,,85000000.0,,,transfermarkt,2026-07-14T01:29:47.593135+00:00
Sweden,Viktor Gyökeres,,,65000000.0,,,transfermarkt,2026-07-14T01:29:47.593135+00:00
Sweden,Gustaf Nilsson,,,1800000.0,,,transfermarkt,2026-07-14T01:29:47.593135+00:00
Croatia,Dominik Kotarski,,,5000000.0,,,transfermarkt,2026-07-14T01:29:50.377412+00:00
Croatia,Ivor Pandur,,,4500000.0,,,transfermarkt,2026-07-14T01:29:50.377412+00:00
Croatia,Dominik Livakovic,,,4000000.0,,,transfermarkt,2026-07-14T01:29:50.377412+00:00
Croatia,Josko Gvardiol,,,70000000.0,,,transfermarkt,2026-07-14T01:29:50.377412+00:00
Croatia,Luka Vuskovic,,,60000000.0,,,transfermarkt,2026-07-14T01:29:50.377412+00:00
Croatia,Josip Sutalo,,,12000000.0,,,transfermarkt,2026-07-14T01:29:50.377412+00:00
Croatia,Marin Pongracic,,,6500000.0,,,transfermarkt,2026-07-14T01:29:50.377412+00:00
Croatia,Martin Erlić,,,4000000.0,,,transfermarkt,2026-07-14T01:29:50.377412+00:00
Croatia,Duje Caleta-Car,,,2800000.0,,,transfermarkt,2026-07-14T01:29:50.377412+00:00
Croatia,Josip Stanisic,,,40000000.0,,,transfermarkt,2026-07-14T01:29:50.377412+00:00
Croatia,Nikola Moro,,,7000000.0,,,transfermarkt,2026-07-14T01:29:50.377412+00:00
Croatia,Kristijan Jakic,,,6000000.0,,,transfermarkt,2026-07-14T01:29:50.377412+00:00
Croatia,Petar Sučić,,,40000000.0,,,transfermarkt,2026-07-14T01:29:50.377412+00:00
Croatia,Mateo Kovacic,,,10000000.0,,,transfermarkt,2026-07-14T01:29:50.377412+00:00
Croatia,Luka Sucic,,,10000000.0,,,transfermarkt,2026-07-14T01:29:50.377412+00:00
Croatia,Mario Pašalić,,,6000000.0,,,transfermarkt,2026-07-14T01:29:50.377412+00:00
Croatia,Luka Modrić,,,3500000.0,,,transfermarkt,2026-07-14T01:29:50.377412+00:00
Croatia,Martin Baturina,,,30000000.0,,,transfermarkt,2026-07-14T01:29:50.377412+00:00
Croatia,Nikola Vlašić,,,10000000.0,,,transfermarkt,2026-07-14T01:29:50.377412+00:00
Croatia,Toni Fruk,,,9000000.0,,,transfermarkt,2026-07-14T01:29:50.377412+00:00
Croatia,Ivan Perišić,,,1200000.0,,,transfermarkt,2026-07-14T01:29:50.377412+00:00
Croatia,Marco Pašalić,,,6500000.0,,,transfermarkt,2026-07-14T01:29:50.377412+00:00
Croatia,Andrej Kramaric,,,2500000.0,,,transfermarkt,2026-07-14T01:29:50.377412+00:00
Croatia,Igor Matanovic,,,22000000.0,,,transfermarkt,2026-07-14T01:29:50.377412+00:00
Croatia,Petar Musa,,,12000000.0,,,transfermarkt,2026-07-14T01:29:50.377412+00:00
Croatia,Ante Budimir,,,2800000.0,,,transfermarkt,2026-07-14T01:29:50.377412+00:00
United States,Matt Turner,,,2500000.0,,,transfermarkt,2026-07-14T01:29:54.256358+00:00
United States,Chris Brady,,,2500000.0,,,transfermarkt,2026-07-14T01:29:54.256358+00:00
United States,Matt Freese,,,2000000.0,,,transfermarkt,2026-07-14T01:29:54.256358+00:00
United States,Chris Richards,,,28000000.0,,,transfermarkt,2026-07-14T01:29:54.256358+00:00
United States,Mark McKenzie,,,7000000.0,,,transfermarkt,2026-07-14T01:29:54.256358+00:00
United States,Auston Trusty,,,6000000.0,,,transfermarkt,2026-07-14T01:29:54.256358+00:00
United States,Miles Robinson,,,3500000.0,,,transfermarkt,2026-07-14T01:29:54.256358+00:00
United States,Tim Ream,,,150000.0,,,transfermarkt,2026-07-14T01:29:54.256358+00:00
United States,Antonee Robinson,,,22000000.0,,,transfermarkt,2026-07-14T01:29:54.256358+00:00
United States,Sergiño Dest,,,18000000.0,,,transfermarkt,2026-07-14T01:29:54.256358+00:00
United States,Joe Scally,,,7000000.0,,,transfermarkt,2026-07-14T01:29:54.256358+00:00
United States,Alex Freeman,,,3500000.0,,,transfermarkt,2026-07-14T01:29:54.256358+00:00
United States,Tyler Adams,,,25000000.0,,,transfermarkt,2026-07-14T01:29:54.256358+00:00
United States,Weston McKennie,,,30000000.0,,,transfermarkt,2026-07-14T01:29:54.256358+00:00
United States,Sebastian Berhalter,,,8000000.0,,,transfermarkt,2026-07-14T01:29:54.256358+00:00
United States,Cristian Roldán,,,3500000.0,,,transfermarkt,2026-07-14T01:29:54.256358+00:00
United States,Timothy Weah,,,20000000.0,,,transfermarkt,2026-07-14T01:29:54.256358+00:00
United States,Malik Tillman,,,30000000.0,,,transfermarkt,2026-07-14T01:29:54.256358+00:00
United States,Brenden Aaronson,,,22000000.0,,,transfermarkt,2026-07-14T01:29:54.256358+00:00
United States,Giovanni Reyna,,,4000000.0,,,transfermarkt,2026-07-14T01:29:54.256358+00:00
United States,Max Arfsten,,,5000000.0,,,transfermarkt,2026-07-14T01:29:54.256358+00:00
United States,Christian Pulisic,,,40000000.0,,,transfermarkt,2026-07-14T01:29:54.256358+00:00
United States,Álex Zendejas,,,10000000.0,,,transfermarkt,2026-07-14T01:29:54.256358+00:00
United States,Folarin Balogun,,,40000000.0,,,transfermarkt,2026-07-14T01:29:54.256358+00:00
United States,Ricardo Pepi,,,30000000.0,,,transfermarkt,2026-07-14T01:29:54.256358+00:00
United States,Haji Wright,,,16000000.0,,,transfermarkt,2026-07-14T01:29:54.256358+00:00
Ecuador,Gonzalo Valle,,,1800000.0,,,transfermarkt,2026-07-14T01:29:58.410399+00:00
Ecuador,Moisés Ramírez,,,800000.0,,,transfermarkt,2026-07-14T01:29:58.410399+00:00
Ecuador,Hernán Galíndez,,,300000.0,,,transfermarkt,2026-07-14T01:29:58.410399+00:00
Ecuador,Willian Pacho,,,80000000.0,,,transfermarkt,2026-07-14T01:29:58.410399+00:00
Ecuador,Piero Hincapié,,,50000000.0,,,transfermarkt,2026-07-14T01:29:58.410399+00:00
Ecuador,Joel Ordóñez,,,33000000.0,,,transfermarkt,2026-07-14T01:29:58.410399+00:00
Ecuador,Jackson Porozo,,,2500000.0,,,transfermarkt,2026-07-14T01:29:58.410399+00:00
Ecuador,Félix Torres,,,1000000.0,,,transfermarkt,2026-07-14T01:29:58.410399+00:00
Ecuador,Pervis Estupiñán,,,12000000.0,,,transfermarkt,2026-07-14T01:29:58.410399+00:00
Ecuador,Yaimar Medina,,,4000000.0,,,transfermarkt,2026-07-14T01:29:58.410399+00:00
Ecuador,Angelo Preciado,,,3500000.0,,,transfermarkt,2026-07-14T01:29:58.410399+00:00
Ecuador,Moisés Caicedo,,,100000000.0,,,transfermarkt,2026-07-14T01:29:58.410399+00:00
Ecuador,Jordy Alcívar,,,2000000.0,,,transfermarkt,2026-07-14T01:29:58.410399+00:00
Ecuador,Denil Castillo,,,7000000.0,,,transfermarkt,2026-07-14T01:29:58.410399+00:00
Ecuador,Pedro Vite,,,6000000.0,,,transfermarkt,2026-07-14T01:29:58.410399+00:00
Ecuador,Alan Franco,,,4500000.0,,,transfermarkt,2026-07-14T01:29:58.410399+00:00
Ecuador,Kendry Páez,,,8000000.0,,,transfermarkt,2026-07-14T01:29:58.410399+00:00
Ecuador,Nilson Angulo,,,17000000.0,,,transfermarkt,2026-07-14T01:29:58.410399+00:00
Ecuador,Gonzalo Plata,,,9000000.0,,,transfermarkt,2026-07-14T01:29:58.410399+00:00
Ecuador,Alan Minda,,,3000000.0,,,transfermarkt,2026-07-14T01:29:58.410399+00:00
Ecuador,Anthony Valencia,,,1800000.0,,,transfermarkt,2026-07-14T01:29:58.410399+00:00
Ecuador,John Yeboah,,,5500000.0,,,transfermarkt,2026-07-14T01:29:58.410399+00:00
Ecuador,Jeremy Arévalo,,,7000000.0,,,transfermarkt,2026-07-14T01:29:58.410399+00:00
Ecuador,Kevin Rodríguez,,,6000000.0,,,transfermarkt,2026-07-14T01:29:58.410399+00:00
Ecuador,Jordy Caicedo,,,2000000.0,,,transfermarkt,2026-07-14T01:29:58.410399+00:00
Ecuador,Enner Valencia,,,1000000.0,,,transfermarkt,2026-07-14T01:29:58.410399+00:00
Uruguay,Santiago Mele,,,2000000.0,,,transfermarkt,2026-07-14T01:30:02.787507+00:00
Uruguay,Sergio Rochet,,,1800000.0,,,transfermarkt,2026-07-14T01:30:02.787507+00:00
Uruguay,Fernando Muslera,,,700000.0,,,transfermarkt,2026-07-14T01:30:02.787507+00:00
Uruguay,Ronald Araujo,,,20000000.0,,,transfermarkt,2026-07-14T01:30:02.787507+00:00
Uruguay,Santiago Bueno,,,10000000.0,,,transfermarkt,2026-07-14T01:30:02.787507+00:00
Uruguay,José María Giménez,,,9000000.0,,,transfermarkt,2026-07-14T01:30:02.787507+00:00
Uruguay,Sebastián Cáceres,,,4500000.0,,,transfermarkt,2026-07-14T01:30:02.787507+00:00
Uruguay,Maxi Araújo,,,35000000.0,,,transfermarkt,2026-07-14T01:30:02.787507+00:00
Uruguay,Mathías Olivera,,,15000000.0,,,transfermarkt,2026-07-14T01:30:02.787507+00:00
Uruguay,Joaquín Piquerez,,,12000000.0,,,transfermarkt,2026-07-14T01:30:02.787507+00:00
Uruguay,Juan Manuel Sanabria,,,4000000.0,,,transfermarkt,2026-07-14T01:30:02.787507+00:00
Uruguay,Matías Viña,,,3500000.0,,,transfermarkt,2026-07-14T01:30:02.787507+00:00
Uruguay,Guillermo Varela,,,1000000.0,,,transfermarkt,2026-07-14T01:30:02.787507+00:00
Uruguay,Manuel Ugarte,,,25000000.0,,,transfermarkt,2026-07-14T01:30:02.787507+00:00
Uruguay,Rodrigo Bentancur,,,20000000.0,,,transfermarkt,2026-07-14T01:30:02.787507+00:00
Uruguay,Emiliano Martínez,,,6500000.0,,,transfermarkt,2026-07-14T01:30:02.787507+00:00
Uruguay,Federico Valverde,,,90000000.0,,,transfermarkt,2026-07-14T01:30:02.787507+00:00
Uruguay,Nicolás de la Cruz,,,8000000.0,,,transfermarkt,2026-07-14T01:30:02.787507+00:00
Uruguay,Rodrigo Zalazar,,,30000000.0,,,transfermarkt,2026-07-14T01:30:02.787507+00:00
Uruguay,Giorgian de Arrascaeta,,,14000000.0,,,transfermarkt,2026-07-14T01:30:02.787507+00:00
Uruguay,Brian Rodríguez,,,8000000.0,,,transfermarkt,2026-07-14T01:30:02.787507+00:00
Uruguay,Agustín Canobbio,,,8000000.0,,,transfermarkt,2026-07-14T01:30:02.787507+00:00
Uruguay,Facundo Pellistri,,,5000000.0,,,transfermarkt,2026-07-14T01:30:02.787507+00:00
Uruguay,Darwin Núñez,,,20000000.0,,,transfermarkt,2026-07-14T01:30:02.787507+00:00
Uruguay,Federico Viñas,,,4000000.0,,,transfermarkt,2026-07-14T01:30:02.787507+00:00
Uruguay,Rodrigo Aguirre,,,2300000.0,,,transfermarkt,2026-07-14T01:30:02.787507+00:00
Switzerland,Gregor Kobel,,,40000000.0,,,transfermarkt,2026-07-14T01:30:08.166589+00:00
Switzerland,Marvin Keller,,,6000000.0,,,transfermarkt,2026-07-14T01:30:08.166589+00:00
Switzerland,Yvon Mvogo,,,2500000.0,,,transfermarkt,2026-07-14T01:30:08.166589+00:00
Switzerland,Manuel Akanji,,,17000000.0,,,transfermarkt,2026-07-14T01:30:08.166589+00:00
Switzerland,Aurèle Amenda,,,10000000.0,,,transfermarkt,2026-07-14T01:30:08.166589+00:00
Switzerland,Luca Jaquez,,,10000000.0,,,transfermarkt,2026-07-14T01:30:08.166589+00:00
Switzerland,Nico Elvedi,,,8000000.0,,,transfermarkt,2026-07-14T01:30:08.166589+00:00
Switzerland,Eray Cömert,,,2500000.0,,,transfermarkt,2026-07-14T01:30:08.166589+00:00
Switzerland,Miro Muheim,,,5000000.0,,,transfermarkt,2026-07-14T01:30:08.166589+00:00
Switzerland,Ricardo Rodríguez,,,1400000.0,,,transfermarkt,2026-07-14T01:30:08.166589+00:00
Switzerland,Silvan Widmer,,,800000.0,,,transfermarkt,2026-07-14T01:30:08.166589+00:00
Switzerland,Denis Zakaria,,,25000000.0,,,transfermarkt,2026-07-14T01:30:08.166589+00:00
Switzerland,Ardon Jashari,,,25000000.0,,,transfermarkt,2026-07-14T01:30:08.166589+00:00
Switzerland,Granit Xhaka,,,8000000.0,,,transfermarkt,2026-07-14T01:30:08.166589+00:00
Switzerland,Johan Manzambi,,,50000000.0,,,transfermarkt,2026-07-14T01:30:08.166589+00:00
Switzerland,Djibril Sow,,,7500000.0,,,transfermarkt,2026-07-14T01:30:08.166589+00:00
Switzerland,Michel Aebischer,,,4000000.0,,,transfermarkt,2026-07-14T01:30:08.166589+00:00
Switzerland,Remo Freuler,,,3000000.0,,,transfermarkt,2026-07-14T01:30:08.166589+00:00
Switzerland,Christian Fassnacht,,,2000000.0,,,transfermarkt,2026-07-14T01:30:08.166589+00:00
Switzerland,Fabian Rieder,,,12000000.0,,,transfermarkt,2026-07-14T01:30:08.166589+00:00
Switzerland,Noah Okafor,,,25000000.0,,,transfermarkt,2026-07-14T01:30:08.166589+00:00
Switzerland,Rubén Vargas,,,12000000.0,,,transfermarkt,2026-07-14T01:30:08.166589+00:00
Switzerland,Dan Ndoye,,,32000000.0,,,transfermarkt,2026-07-14T01:30:08.166589+00:00
Switzerland,Breel Embolo,,,15000000.0,,,transfermarkt,2026-07-14T01:30:08.166589+00:00
Switzerland,Zeki Amdouni,,,7000000.0,,,transfermarkt,2026-07-14T01:30:08.166589+00:00
Switzerland,Cedric Itten,,,1800000.0,,,transfermarkt,2026-07-14T01:30:08.166589+00:00
Colombia,Álvaro Montero,,,2500000.0,,,transfermarkt,2026-07-14T01:30:13.692878+00:00
Colombia,Camilo Vargas,,,450000.0,,,transfermarkt,2026-07-14T01:30:13.692878+00:00
Colombia,David Ospina,,,100000.0,,,transfermarkt,2026-07-14T01:30:13.692878+00:00
Colombia,Jhon Lucumí,,,22000000.0,,,transfermarkt,2026-07-14T01:30:13.692878+00:00
Colombia,Davinson Sánchez,,,16000000.0,,,transfermarkt,2026-07-14T01:30:13.692878+00:00
Colombia,Willer Ditta,,,5500000.0,,,transfermarkt,2026-07-14T01:30:13.692878+00:00
Colombia,Yerry Mina,,,2500000.0,,,transfermarkt,2026-07-14T01:30:13.692878+00:00
Colombia,Deiver Machado,,,1800000.0,,,transfermarkt,2026-07-14T01:30:13.692878+00:00
Colombia,Johan Mojica,,,1500000.0,,,transfermarkt,2026-07-14T01:30:13.692878+00:00
Colombia,Daniel Muñoz,,,22000000.0,,,transfermarkt,2026-07-14T01:30:13.692878+00:00
Colombia,Santiago Arias,,,1200000.0,,,transfermarkt,2026-07-14T01:30:13.692878+00:00
Colombia,Richard Ríos,,,25000000.0,,,transfermarkt,2026-07-14T01:30:13.692878+00:00
Colombia,Jefferson Lerma,,,6000000.0,,,transfermarkt,2026-07-14T01:30:13.692878+00:00
Colombia,Kevin Castaño,,,5000000.0,,,transfermarkt,2026-07-14T01:30:13.692878+00:00
Colombia,Gustavo Puerta,,,10000000.0,,,transfermarkt,2026-07-14T01:30:13.692878+00:00
Colombia,Juan Portilla,,,5000000.0,,,transfermarkt,2026-07-14T01:30:13.692878+00:00
Colombia,Jorge Carrascal,,,13000000.0,,,transfermarkt,2026-07-14T01:30:13.692878+00:00
Colombia,Juan Fernando Quintero,,,1800000.0,,,transfermarkt,2026-07-14T01:30:13.692878+00:00
Colombia,James Rodríguez,,,1500000.0,,,transfermarkt,2026-07-14T01:30:13.692878+00:00
Colombia,Luis Díaz,,,70000000.0,,,transfermarkt,2026-07-14T01:30:13.692878+00:00
Colombia,Andrés Gómez,,,11000000.0,,,transfermarkt,2026-07-14T01:30:13.692878+00:00
Colombia,Jáminton Campaz,,,5500000.0,,,transfermarkt,2026-07-14T01:30:13.692878+00:00
Colombia,Jhon Arias,,,15000000.0,,,transfermarkt,2026-07-14T01:30:13.692878+00:00
Colombia,Luis Suárez,,,30000000.0,,,transfermarkt,2026-07-14T01:30:13.692878+00:00
Colombia,Cucho Hernández,,,18000000.0,,,transfermarkt,2026-07-14T01:30:13.692878+00:00
